,0,1,2,3,4
436,2009-12-06 11:19:21.000023,M019,ON,0,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0
437,2009-12-06 11:19:50.000079,M025,ON,10,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1#0
438,2009-12-06 11:38:29.000027,M012,ON,5,1#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
439,2009-12-06 12:01:22.000060,D001,OPEN,7,0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
440,2009-12-06 12:02:00.000047,M017,ON,9,0#0#1#0#0#0#1#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#0
441,2009-12-06 12:09:30.000029,M001,ON,7,0#0#1#0#1#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
442,2009-12-06 12:13:51.000098,M019,ON,0,0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#1#0#0#1
443,2009-12-06 12:13:59.000094,M025,ON,10,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1
444,2009-12-06 12:30:15.000065,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
445,2009-12-06 12:58:14.000069,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
446,2009-12-06 13:17:05.000069,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
447,2009-12-06 13:28:18.000043,M021,ON,2,1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#1#1
448,2009-12-06 14:03:27.000071,M025,ON,10,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1#0
449,2009-12-06 14:11:25.000091,M001,ON,7,0#0#1#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
450,2009-12-06 14:24:34.000056,M008,ON,4,0#0#1#0#0#0#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1
451,2009-12-06 14:49:12.000098,M017,ON,9,0#0#1#0#0#0#1#0#0#0#0#0#0#1#1#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0
452,2009-12-06 14:51:49.000092,M016,ON,5,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
453,2009-12-06 14:56:08.000085,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
454,2009-12-06 15:27:02.000090,M025,ON,10,1#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1
455,2009-12-06 15:33:46.000076,M024,ON,13,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0
456,2009-12-06 15:35:33.000067,M019,ON,0,0#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0
457,2009-12-06 16:08:45.000055,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
458,2009-12-06 16:43:00.000004,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
459,2009-12-06 17:04:17.000007,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
460,2009-12-06 17:06:54.000037,M001,ON,7,0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
461,2009-12-06 17:13:09.000083,M002,ON,7,0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
462,2009-12-06 17:14:00.000024,M001,ON,7,0#1#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
463,2009-12-06 18:52:27.000051,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
464,2009-12-06 19:04:42.000088,M019,ON,0,0#0#0#0#0#0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#1#1#0#0
465,2009-12-06 19:10:18.000054,M002,ON,7,0#0#0#0#0#1#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
466,2009-12-06 19:25:12.000083,M004,ON,8,1#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
467,2009-12-06 19:30:30.000040,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#1
468,2009-12-06 19:35:56.000050,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
469,2009-12-06 19:38:03.000063,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
470,2009-12-06 21:03:36.000095,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
471,2009-12-06 21:04:46.000058,M012,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#1#1#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
472,2009-12-06 21:08:29.000008,M019,ON,0,0#0#1#0#0#0#0#0#0#1#0#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0
473,2009-12-06 21:19:09.000091,M021,ON,2,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#1#0
474,2009-12-06 22:26:01.000033,M025,ON,1,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#1#0
475,2009-12-06 22:27:45.000078,M020,ON,2,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0
476,2009-12-07 08:27:00.000035,M017,ON,9,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
477,2009-12-07 08:30:25.000032,M016,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#1#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0
478,2009-12-07 08:43:48.000023,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
479,2009-12-07 09:23:42.000094,M014,ON,3,0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0
480,2009-12-07 09:31:07.000039,D001,OPEN,7,0#1#1#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
481,2009-12-07 09:33:04.000016,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
482,2009-12-07 10:30:14.000080,M012,ON,5,1#0#1#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
483,2009-12-07 12:35:39.000052,M004,ON,8,1#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
484,2009-12-07 13:24:57.000055,M017,ON,9,0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#1
485,2009-12-07 13:30:49.000042,M019,ON,0,1#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1
486,2009-12-07 13:30:54.000096,M025,ON,10,1#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1
487,2009-12-07 13:49:43.000085,M004,ON,8,1#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
488,2009-12-07 13:57:32.000009,M012,ON,5,1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
489,2009-12-07 14:19:52.000085,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
490,2009-12-07 14:41:30.000089,M012,ON,5,1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
491,2009-12-07 14:57:32.000005,M012,ON,5,1#0#0#0#1#1#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
492,2009-12-07 15:33:03.000023,M012,ON,5,1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
493,2009-12-07 15:38:41.000070,M017,ON,9,1#0#0#0#0#0#0#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#1
494,2009-12-07 15:40:18.000029,M008,ON,4,1#0#0#0#0#0#0#0#0#0#0#1#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
495,2009-12-07 16:22:37.000051,M012,ON,5,1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
496,2009-12-07 18:37:41.000047,M017,ON,9,1#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#1
497,2009-12-07 18:39:40.000012,M016,ON,5,1#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#1
498,2009-12-07 19:10:32.000090,M008,ON,4,1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
499,2009-12-07 20:06:32.000002,M016,ON,5,1#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#1
500,2009-12-07 20:18:52.000099,M004,ON,8,1#0#0#0#1#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
501,2009-12-07 20:19:27.000003,M002,ON,7,1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
502,2009-12-07 20:27:42.000087,M012,ON,5,1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
503,2009-12-07 22:14:53.000066,M012,ON,5,1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
504,2009-12-07 22:19:49.000018,M025,ON,10,1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1
505,2009-12-07 22:33:17.000096,M021,ON,2,1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#1#0#0#0#0#0#0#1#1
506,2009-12-08 08:30:44.000002,M025,ON,10,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0
507,2009-12-08 08:35:19.000007,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
508,2009-12-08 08:51:04.000016,M001,ON,7,0#0#0#1#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
509,2009-12-08 08:52:18.000028,M004,ON,8,0#0#0#1#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
510,2009-12-08 09:11:03.000058,M004,ON,8,0#0#0#1#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
511,2009-12-08 09:47:46.000052,M017,ON,9,0#0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#1
512,2009-12-08 11:05:02.000016,M012,ON,5,0#0#0#1#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
513,2009-12-08 11:24:03.000005,M004,ON,8,0#0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
514,2009-12-08 11:37:03.000091,M019,ON,0,1#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1
515,2009-12-08 12:09:54.000047,M016,ON,5,0#0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
516,2009-12-08 12:17:51.000076,M002,ON,7,0#0#1#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
517,2009-12-08 12:20:47.000099,M001,ON,7,0#0#1#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
518,2009-12-08 12:37:27.000018,M004,ON,8,0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
519,2009-12-08 13:55:49.000023,M025,ON,10,0#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0
520,2009-12-08 14:01:46.000019,M023,ON,5,0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1#0#0
521,2009-12-08 14:30:37.000015,M023,OFF,5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1#0#0#0#0#0#0#1#0#0#0#0#0#0#0
522,2009-12-08 15:25:44.000094,M017,ON,9,1#0#0#0#0#0#1#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#1
523,2009-12-08 15:33:14.000023,M017,ON,9,0#0#0#0#0#0#1#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#1
524,2009-12-08 16:25:18.000058,M017,ON,9,0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
525,2009-12-08 16:40:18.000086,M017,ON,9,0#0#0#0#0#0#1#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#0
526,2009-12-08 17:01:51.000040,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
527,2009-12-08 17:22:06.000013,D001,OPEN,7,0#1#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
528,2009-12-08 17:23:48.000092,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
529,2009-12-08 17:56:32.000073,M016,ON,5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#1
530,2009-12-08 17:58:59.000097,M008,ON,4,0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
531,2009-12-08 18:22:35.000045,M017,ON,9,0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
532,2009-12-08 18:29:18.000048,M025,ON,10,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0
533,2009-12-08 18:31:48.000028,M016,ON,5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
534,2009-12-08 18:58:47.000071,M008,ON,4,0#0#0#1#0#0#0#0#0#1#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1
535,2009-12-08 19:46:32.000089,M017,ON,9,0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
536,2009-12-08 20:48:10.000063,M004,ON,8,0#0#0#1#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
537,2009-12-08 20:53:01.000065,M016,ON,5,0#0#0#1#0#0#0#0#0#0#0#0#0#1#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
538,2009-12-08 22:07:01.000092,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
539,2009-12-08 22:14:09.000057,M025,ON,10,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1#1
540,2009-12-08 22:19:59.000006,M021,ON,2,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#1#0#0#0#0#0#0#1#1
541,2009-12-09 07:58:56.000039,M025,ON,10,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0
542,2009-12-09 08:04:05.000075,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
543,2009-12-09 08:08:10.000044,M004,ON,8,0#0#0#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
544,2009-12-09 08:18:15.000092,M001,ON,7,0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
545,2009-12-09 09:48:17.000097,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
546,2009-12-09 10:33:10.000042,M016,ON,5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
547,2009-12-09 10:53:25,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
548,2009-12-09 11:05:10.000039,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
549,2009-12-09 11:06:08.000066,M019,ON,0,0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0
550,2009-12-09 11:34:56.000013,M016,ON,5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
551,2009-12-09 11:36:56.000015,M017,ON,9,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
552,2009-12-09 11:45:47.000086,M002,ON,7,0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
553,2009-12-09 12:09:08.000043,M023,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1#0#0
554,2009-12-09 12:19:14.000084,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
555,2009-12-09 12:50:47.000033,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
556,2009-12-09 13:24:36.000064,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
557,2009-12-09 13:25:32.000077,M017,ON,9,0#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
558,2009-12-09 13:45:47.000083,M004,ON,8,0#0#0#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0
559,2009-12-09 14:08:34.000049,M012,ON,5,1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
560,2009-12-09 14:11:36.000057,M017,ON,9,1#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#1
561,2009-12-09 14:26:48.000017,M004,ON,8,0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
562,2009-12-09 14:54:20.000026,M017,ON,9,0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0
563,2009-12-09 14:56:24.000099,M016,ON,5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0
564,2009-12-09 15:00:21.000039,M004,ON,8,0#0#0#0#0#0#0#1#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1
565,2009-12-09 15:59:55.000054,M017,ON,9,0#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#1
566,2009-12-09 16:01:27.000051,M016,ON,5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#1
567,2009-12-09 16:05:33.000034,M008,ON,4,0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
568,2009-12-09 17:52:41.000063,M015,ON,5,1#0#0#0#0#0#1#0#0#0#0#0#0#0#1#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#1
569,2009-12-09 17:58:35.000083,M008,ON,4,0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
570,2009-12-09 18:55:31.000001,M016,ON,5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#1
571,2009-12-09 19:48:03.000036,M004,ON,8,1#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
572,2009-12-09 21:12:20.000053,M025,ON,10,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0
573,2009-12-09 21:30:53.000034,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
574,2009-12-09 21:33:58.000075,M025,ON,10,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0
575,2009-12-09 21:39:56.000013,M021,ON,2,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0
576,2009-12-09 23:31:13.000066,M025,ON,1,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1#0
577,2009-12-09 23:32:25.000067,M028,ON,2,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#1#0
578,2009-12-10 08:05:26.000098,M025,ON,10,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0
579,2009-12-10 08:14:47.000036,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0
580,2009-12-10 09:12:30.000051,M017,ON,9,1#0#0#0#0#0#0#0#0#0#0#0#0#1#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#1#0#1
581,2009-12-10 09:16:12.000073,M004,ON,8,1#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
582,2009-12-10 10:26:52.000072,M017,ON,9,1#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#1
583,2009-12-10 10:28:00.000050,M016,ON,5,1#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#1
584,2009-12-10 11:29:17.000064,M023,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#1#1#0#0#0#0#0#0#1#0#0#0#0#0#1
585,2009-12-10 13:31:51.000036,M004,ON,8,1#0#0#0#0#0#1#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1
586,2009-12-10 14:03:45.000058,M012,ON,5,0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#1
587,2009-12-10 14:30:11.000013,M017,ON,9,1#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#1#1#1#0#0#0#0#0#0#0#0#0#0#0#1
